sentence_id,instance_id,raw_text,targets
1931,4413,nyaman . . . tapi ac bocor,"[{'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'bocor', 'polarity': 'negative'}]"
1932,4414,"kamar tidak sesuai dgn foto , sangat sempit ac berbunyi berisik sekali","[{'term': 'kamar', 'opinion': 'tidak sesuai dgn foto', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'sangat sempit', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'berbunyi berisik sekali', 'polarity': 'negative'}]"
1933,4415,"yang dikasih hanya kamar biasa bukan airy room , sudah di komplain tapi tidak di respon","[{'term': 'kamar biasa', 'opinion': 'bukan airy room', 'polarity': 'negative'}, {'term': 'komplain', 'opinion': 'tidak di respon', 'polarity': 'negative'}]"
1934,4416,kualitas tidak sesuai dengan iklan / gambar : 1 . air hangat tidak tersedia . 2 . kamar mandi banyak pasir . 3 . tidak ada atribut airy sewaktu masuk kamar . 4 . peralatan mandi dan snack baru diberikan setelah diminta . 5 . terdapat handuk bekas pakai didalam kamar mandi sewaktu masuk pertama kali ke kamar mandi pengalaman menginap yang mengecewakan .,"[{'term': 'kualitas', 'opinion': 'tidak sesuai dengan iklan / gambar', 'polarity': 'negative'}, {'term': 'air hangat', 'opinion': 'tidak tersedia', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'banyak pasir', 'polarity': 'negative'}, {'term': 'atribut airy', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'peralatan mandi', 'opinion': 'baru diberikan setelah diminta', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'baru diberikan setelah diminta', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'terdapat handuk bekas pakai', 'polarity': 'negative'}, {'term': 'pengalaman menginap', 'opinion': 'mengecewakan', 'polarity': 'negative'}]"
1935,4417,tvnya masih tv nasional dan banyak chanel yg ga nangkep . wifi juga cuma diloby .,"[{'term': 'tvnya', 'opinion': 'masih tv nasional', 'polarity': 'negative'}, {'term': 'tvnya', 'opinion': 'banyak chanel yg ga nangkep', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'cuma diloby', 'polarity': 'negative'}]"
1936,4418,"suasananya kurang nyaman . untuk menginap harus deposit 300 , 000 . tapi bisa digantikan dengan ktp .","[{'term': 'suasananya', 'opinion': 'kurang nyaman', 'polarity': 'negative'}]"
1937,4419,kamar tidak terang ac kurang dingin kamar mandi trlalu kecil wifi rusak lingkungan sekitar hotel asyik sih ada sarapan enak di dkt hotel namanya nasi uduk bu maya disebelah alfamart,"[{'term': 'kamar', 'opinion': 'tidak terang', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'trlalu kecil', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'lingkungan sekitar hotel', 'opinion': 'asyik sih', 'polarity': 'positive'}, {'term': 'sarapan', 'opinion': 'ada sarapan enak di dkt hotel', 'polarity': 'positive'}]"
1938,4420,"kamar nya kotor dan sempit , handuknya tipis dan bau air mani . kamar mandi nya banjir air lama mengalir . saya langsung cek out setelah melihat kondisi kamarnya . pokoknya gak recomended bangettttt . nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh .","[{'term': 'kamar nya', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'kamar nya', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'handuknya', 'opinion': 'tipis', 'polarity': 'negative'}, {'term': 'handuknya', 'opinion': 'bau air mani', 'polarity': 'negative'}, {'term': 'kamar mandi nya', 'opinion': 'banjir air lama mengalir', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'gak recomended bangettttt', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'ga sesuai sama fotonya menipu bgttt', 'polarity': 'negative'}]"
1939,4421,harga dengan fasilitas yang disedikan sangat tidak sesuai . pas chek-in handuk tidak ada harus diminta dulu baru ada . dan kebersihan sungguh jauh dari kata bersih untuk standar hotel . banyak sekali debu apalagi pas buka gorden terlihat debu yang sepertinya sudah berbulan-bulan tidak dibersihkan . kamar mandi berbau tidak sedap .,"[{'term': 'harga dengan fasilitas yang disedikan', 'opinion': 'sangat tidak sesuai', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'tidak ada harus diminta dulu baru ada', 'polarity': 'negative'}, {'term': 'kebersihan', 'opinion': 'sungguh jauh dari kata bersih untuk standar hotel', 'polarity': 'negative'}, {'term': 'debu', 'opinion': 'banyak sekali debu apalagi pas buka gorden terlihat debu yang sepertinya sudah berbulan-bulan tidak dibersihkan', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'berbau tidak sedap', 'polarity': 'negative'}]"
1940,4422,"kamarnya bagus bersih , cuman dapet yg tanpa jendela . airnya terlalu panas dan gak bisa pake air dingin , airnya yg keluar hanya sedikit . overall kalo buat semalam sih cukup lah .","[{'term': 'kamarnya', 'opinion': 'bagus bersih', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'tanpa jendela', 'polarity': 'negative'}, {'term': 'airnya', 'opinion': 'terlalu panas', 'polarity': 'negative'}, {'term': 'airnya', 'opinion': 'gak bisa pake air dingin', 'polarity': 'negative'}, {'term': 'airnya', 'opinion': 'yg keluar hanya sedikit', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'cukup lah', 'polarity': 'positive'}]"
1941,4423,"tempat nyaman , pelayanan baik tp ketika check in receptionist belum siap menerima tamu airy rooms . . . peralatan mandi , mineral water , snacks khas airy rooms tidak ada sama sekali di kamar","[{'term': 'tempat', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'receptionist', 'opinion': 'belum siap menerima tamu airy rooms', 'polarity': 'negative'}, {'term': 'peralatan mandi', 'opinion': 'tidak ada sama sekali di kamar', 'polarity': 'negative'}, {'term': 'mineral water', 'opinion': 'tidak ada sama sekali di kamar', 'polarity': 'negative'}, {'term': 'snacks khas airy rooms', 'opinion': 'tidak ada sama sekali di kamar', 'polarity': 'negative'}]"
1942,4424,tempat tidur dan ruangan bersih hanya ac tidak berfungsi dgn baik,"[{'term': 'tempat tidur', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'ruangan', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'tidak berfungsi dgn baik', 'polarity': 'negative'}]"
1943,4425,"dinding kamar perlu dicat ulang , dinding lembab dan cat ngelupas . selimut kurang bersih . harga murah , kamar luas . nyaman","[{'term': 'dinding kamar', 'opinion': 'perlu dicat ulang', 'polarity': 'negative'}, {'term': 'dinding', 'opinion': 'lembab', 'polarity': 'negative'}, {'term': 'cat', 'opinion': 'ngelupas', 'polarity': 'negative'}, {'term': 'selimut', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'harga', 'opinion': 'murah', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}]"
1944,4426,kamarnya bersih dan nyaman . kamar mandi oke . air dan perlengkapan mandi oke . hanya kurang alas kaki tdk ada ( tapi pas diminta dikasih ) . hair dryer juga tdk ada . wifi tidak sampai kedlm kamar . colokan di kamar hanya 1 . jauh dari lokasi kota bandung . namun secara keseluruhan oke .,"[{'term': 'kamarnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'air dan perlengkapan mandi', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'alas kaki', 'opinion': 'kurang alas kaki tdk ada', 'polarity': 'negative'}, {'term': 'hair dryer', 'opinion': 'tdk ada', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'tidak sampai kedlm kamar', 'polarity': 'negative'}, {'term': 'colokan di kamar', 'opinion': 'hanya 1', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'jauh dari lokasi kota bandung', 'polarity': 'negative'}, {'term': 'keseluruhan', 'opinion': 'oke', 'polarity': 'positive'}]"
1945,4427,"kamarnya sangat kotor lantainya , sprei banyak noda , kamar mandi spooky , handuk kumal dan staffnya tidak ramah .","[{'term': 'lantainya', 'opinion': 'sangat kotor', 'polarity': 'negative'}, {'term': 'sprei', 'opinion': 'banyak noda', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'spooky', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'kumal', 'polarity': 'negative'}, {'term': 'staffnya', 'opinion': 'tidak ramah', 'polarity': 'negative'}]"
1946,4428,"masuk gang nya kotor , jorok , kamar nya sempit , kamar mandi kotor , ac nya lama banget dingin nya , mengecewakan , ga seperti ygdi tampilkan di foto .","[{'term': 'masuk gang nya', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'masuk gang nya', 'opinion': 'jorok', 'polarity': 'negative'}, {'term': 'kamar nya', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'ac nya', 'opinion': 'lama banget dingin nya', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'mengecewakan', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'ga seperti ygdi tampilkan di foto', 'polarity': 'negative'}]"
1947,4429,acnya kurang dingin dan tv channel rata ngilang,"[{'term': 'acnya', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'tv channel', 'opinion': 'rata ngilang', 'polarity': 'negative'}]"
1948,4430,"baik , sayang acnya tlg diperbaiki ya","[{'term': 'null', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'acnya', 'opinion': 'tlg diperbaiki', 'polarity': 'negative'}]"
1949,4431,"perlu ditambah pengharum di lemarinya . overall kamarnya bersih banger , nyaman , fasilitas lengkap , ac dingin . kalau bisa sediakan line telepon untuk pemesanan taksi , karena letaknya cukup jauh dari jalan raya .","[{'term': 'lemarinya', 'opinion': 'perlu ditambah pengharum', 'polarity': 'negative'}, {'term': 'kamarnya', 'opinion': 'bersih banger', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'lengkap', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'dingin', 'polarity': 'positive'}, {'term': 'line telepon', 'opinion': 'kalau bisa sediakan line telepon untuk pemesanan taksi', 'polarity': 'negative'}, {'term': 'letaknya', 'opinion': 'cukup jauh dari jalan raya', 'polarity': 'negative'}]"
1950,4432,"kqmqrnya bau rokok , , , pelayanannya kurang ramah","[{'term': 'kqmqrnya', 'opinion': 'bau rokok', 'polarity': 'negative'}, {'term': 'pelayanannya', 'opinion': 'kurang ramah', 'polarity': 'negative'}]"
1951,4433,"pelayanan ' ya kurang ramah , fasilitas kamar mandi tidak lengkap","[{'term': ""pelayanan ' ya"", 'opinion': 'kurang ramah', 'polarity': 'negative'}, {'term': 'fasilitas kamar mandi', 'opinion': 'tidak lengkap', 'polarity': 'negative'}]"
1952,4434,"kamar sempiiiiiit , bau rokok sangat menyengat , kotor , ac bocor , wc mampet , cukup sekali seumur hidup untuk nginap di sini😭 paraaaaaah .","[{'term': 'kamar', 'opinion': 'sempiiiiiit', 'polarity': 'negative'}, {'term': 'bau rokok', 'opinion': 'sangat menyengat', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'bocor', 'polarity': 'negative'}, {'term': 'wc', 'opinion': 'mampet', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'cukup sekali seumur hidup untuk nginap di sini😭 paraaaaaah', 'polarity': 'negative'}]"
1953,4435,kamarnya kurang bersih,"[{'term': 'kamarnya', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
1954,4436,"lokasi mudah dicari , lumayan bersih , cuma sprei dan bantal ga standar airy , pake sprei coklat biasa . dapet kamar lt 3 pojok , wifi susah nyangkut . kalo sekedar untuk tidur semalam sih oke . .","[{'term': 'lokasi', 'opinion': 'mudah dicari', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'lumayan bersih', 'polarity': 'positive'}, {'term': 'sprei dan bantal', 'opinion': 'ga standar airy', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'susah nyangkut', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'sekedar untuk tidur semalam sih oke', 'polarity': 'negative'}]"
1955,4437,"pesen 3 hari , malam hari pertama kita tidur nya di kamar orang yang penuh barang2 alasannya kamarnya habis padahal kita udah booking , hari ke 2 kita minta handuk dianternya baru besok paginya . kamar hotel sih lumayan , cuma ya gitu : ( (","[{'term': 'kamar orang', 'opinion': 'penuh barang2', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kamarnya habis padahal kita udah booking', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'dianternya baru besok paginya', 'polarity': 'negative'}, {'term': 'kamar hotel', 'opinion': 'lumayan', 'polarity': 'negative'}]"
1956,4438,"kamar mandi nya kurang bgs , air nya kecil . . . wifi tidak ad , banyak tikus . . .","[{'term': 'kamar mandi nya', 'opinion': 'kurang bgs', 'polarity': 'negative'}, {'term': 'air nya', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'tidak ad', 'polarity': 'negative'}, {'term': 'tikus', 'opinion': 'banyak tikus', 'polarity': 'negative'}]"
1957,4439,"baik dan akan coba terus pesan room melalui airy , modah2 an lebih kedepan lebih baik lagi , dan perlu diperhatikan juga room di hotel terkadang kamar mandi airnya menggenang dan bau","[{'term': 'airy', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'airy', 'opinion': 'modah2 an lebih kedepan lebih baik lagi', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'airnya menggenang', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'bau', 'polarity': 'negative'}]"
1958,4440,"kurang memuaskan , biasa aja , bau , kotor handuknya","[{'term': 'null', 'opinion': 'kurang memuaskan', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'biasa aja', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'handuknya', 'opinion': 'kotor', 'polarity': 'negative'}]"
1959,4441,bad cover ny bau,"[{'term': 'bad cover ny', 'opinion': 'bau', 'polarity': 'negative'}]"
1960,4442,wifinya perlu di cek apakah sudah bisa atau belum bisa d gunakan oleh pengunjung,"[{'term': 'wifinya', 'opinion': 'perlu di cek apakah sudah bisa atau belum bisa d gunakan oleh pengunjung', 'polarity': 'negative'}]"
1961,4443,kamar mandi agak bau dan air kecil,"[{'term': 'kamar mandi', 'opinion': 'agak bau', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'kecil', 'polarity': 'negative'}]"
1962,4444,"sprei kotor , lantai kamar kotor , kamar bau rokok .","[{'term': 'sprei', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'lantai kamar', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bau rokok', 'polarity': 'negative'}]"
1963,4445,"kamar lumayan enak , tapi sayang kurang kerawat .","[{'term': 'kamar', 'opinion': 'lumayan enak', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'kurang kerawat', 'polarity': 'negative'}]"
1964,4446,"kamar bersih , ac tidak dingin , tidak disediakan snack dan peralatan mandi , hanya ada sikat gigi . setelah minta , baru diantarkan .","[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'tidak disediakan', 'polarity': 'negative'}, {'term': 'peralatan mandi', 'opinion': 'hanya ada sikat gigi', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'setelah minta , baru diantarkan', 'polarity': 'negative'}]"
1965,4447,"ac ga dingin , kamar kurang terang , sehingga seperti agak kotor . tp untuk harga segitu , termasuk oke . lokasi strategis , ada waterheater","[{'term': 'ac', 'opinion': 'ga dingin', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kurang terang', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'seperti agak kotor', 'polarity': 'negative'}, {'term': 'harga segitu', 'opinion': 'termasuk oke', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'waterheater', 'opinion': 'ada', 'polarity': 'positive'}]"
1966,4448,sayang sekali tidak ada sarapan apa2,"[{'term': 'sarapan', 'opinion': 'sayang sekali tidak ada sarapan apa2', 'polarity': 'negative'}]"
1967,4449,"tempatnya sangat nyaman , hanya pemanas air kurang panas","[{'term': 'tempatnya', 'opinion': 'sangat nyaman', 'polarity': 'positive'}, {'term': 'pemanas air', 'opinion': 'kurang panas', 'polarity': 'negative'}]"
1968,4450,handuknya tipis . . dan usang selimut nya cuma satu itupun selimut kecil,"[{'term': 'handuknya', 'opinion': 'tipis', 'polarity': 'negative'}, {'term': 'handuknya', 'opinion': 'usang', 'polarity': 'negative'}, {'term': 'selimut nya', 'opinion': 'cuma satu', 'polarity': 'negative'}, {'term': 'selimut', 'opinion': 'kecil', 'polarity': 'negative'}]"
1969,4451,"kamar agak sedikit bau , perlengkapan lengkap ada air minum , snack , sabun mandi , odol & sikat gigi . kamar mandi nyaman . ac kamar terlalu dingin . secara keseluruhan baik . makasih airy room","[{'term': 'kamar', 'opinion': 'agak sedikit bau', 'polarity': 'negative'}, {'term': 'perlengkapan', 'opinion': 'lengkap ada air minum , snack , sabun mandi , odol & sikat gigi', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'ac kamar', 'opinion': 'terlalu dingin', 'polarity': 'negative'}, {'term': 'keseluruhan', 'opinion': 'baik', 'polarity': 'positive'}]"
1970,4452,"kamar bau & kotor , toilet bau , after menginap dsini saya kena penyakit kulit ( ruam kulit & gatal2 )","[{'term': 'kamar', 'opinion': 'bau & kotor', 'polarity': 'negative'}, {'term': 'toilet', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'after menginap', 'opinion': 'kena penyakit kulit', 'polarity': 'negative'}]"
1971,4453,"tempatnya nyaman , bangunan baru . . . mungkin krn baru blom sempat d bersihkan . . . msh ad debu . . . tp overall nyaman , ramah utk tempat transit","[{'term': 'tempatnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'bangunan', 'opinion': 'baru', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'msh ad debu', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'ramah utk tempat transit', 'polarity': 'positive'}]"
1972,4454,tempat nya nyaman banget . . pelayanannya ramah . yang kurang air kamar mandi nya kecil . . dan ac nya kurang dingin,"[{'term': 'tempat nya', 'opinion': 'nyaman banget', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'air kamar mandi nya', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'ac nya', 'opinion': 'kurang dingin', 'polarity': 'negative'}]"
1973,4455,"seprai nya kotor , tidak ada air panas , pelayanan kurang , kamar kurang bersih","[{'term': 'seprai nya', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'pelayanan', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
1974,4456,sejauh ini dalam hal pelayanan nya cukup baik . . hanya saja kondisi sprei nya seperti kurang bersih . .,"[{'term': 'pelayanan nya', 'opinion': 'cukup baik', 'polarity': 'positive'}, {'term': 'kondisi sprei nya', 'opinion': 'seperti kurang bersih', 'polarity': 'negative'}]"
1975,4457,hanya sj ac nya kurang dingin . . . g ad sendalnya . . . . . semuanya nyaman kebersihan nyaman . . . . . tapi knp di jakut hanya sedikit hotel airy nya . . .,"[{'term': 'ac nya', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'sendalnya', 'opinion': 'g ad', 'polarity': 'negative'}, {'term': 'semuanya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'kebersihan', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'hotel airy nya', 'opinion': 'hanya sedikit', 'polarity': 'negative'}]"
1976,4458,kamar kotor,"[{'term': 'kamar', 'opinion': 'kotor', 'polarity': 'negative'}]"
1977,4459,ac nya gak dingin : (,"[{'term': 'ac nya', 'opinion': 'gak dingin', 'polarity': 'negative'}]"
1978,4460,lumayan soh tp lantai agk kotor . trs gsk diksh handuk . pakirnya minim tempt . overall lumyan . .,"[{'term': 'null', 'opinion': 'lumayan soh', 'polarity': 'positive'}, {'term': 'lantai', 'opinion': 'agk kotor', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'gsk diksh handuk', 'polarity': 'negative'}, {'term': 'pakirnya', 'opinion': 'minim tempt', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'lumyan', 'polarity': 'positive'}]"
1979,4461,"cozy , pas deh buat yg budget cuman ga ada selimut ,","[{'term': 'null', 'opinion': 'cozy', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'pas deh buat yg budget', 'polarity': 'positive'}, {'term': 'selimut', 'opinion': 'ga ada selimut', 'polarity': 'negative'}]"
1980,4462,sprei kurang bersih,"[{'term': 'sprei', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
1981,4463,overall nginep dsini enak sih . tp sayang pelayanan saat sarapan terlambat .,"[{'term': 'nginep dsini', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'pelayanan saat sarapan', 'opinion': 'terlambat', 'polarity': 'negative'}]"
1982,4464,"ac bocor , kurang bersih , kamar agak sempit . tlg di perbaiki","[{'term': 'ac', 'opinion': 'bocor', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'agak sempit', 'polarity': 'negative'}]"
1983,4465,"pelayanannya biasa , tidak ada pernak pernik airy ketika awal masuk kamar","[{'term': 'pelayanannya', 'opinion': 'biasa', 'polarity': 'negative'}, {'term': 'pernak pernik airy', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
1984,4466,air panas di kmr mandi nya saja tdk nyala . . . lain nya ok .,"[{'term': 'air panas di kmr mandi nya', 'opinion': 'tdk nyala', 'polarity': 'negative'}, {'term': 'lain nya', 'opinion': 'ok', 'polarity': 'positive'}]"
1985,4467,"wifi tidak bisa , hampir 3 hari dalam masa perbaikan . kebersihan tempat tidur kurang , seprai terlihat kusam dan noda kurang bersih .","[{'term': 'wifi', 'opinion': 'tidak bisa', 'polarity': 'negative'}, {'term': 'kebersihan tempat tidur', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'seprai', 'opinion': 'terlihat kusam', 'polarity': 'negative'}, {'term': 'noda', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
1986,4468,"kamar tidak sesuai gambar , tidak bersih","[{'term': 'kamar', 'opinion': 'tidak sesuai gambar', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'tidak bersih', 'polarity': 'negative'}]"
1987,4469,"suasana nyaman , petugas nya ramah , kamar bagus , hanya saja lingkungan hotel dan kamar kurang bersih","[{'term': 'suasana', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'petugas nya', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'lingkungan hotel', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
1988,4470,"so far sebenernya nyaman , pelayanan bagus , tapi kok sarung bantal sama selimutnya kayak ga dicuci : (","[{'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'sarung bantal sama selimutnya', 'opinion': 'kayak ga dicuci : (', 'polarity': 'negative'}]"
1989,4471,"sarapan kurang variasi , wifi tidak bisa di akses di kamar dan sinyal hp pun jelek kalau di dalam kamar .","[{'term': 'sarapan', 'opinion': 'kurang variasi', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'tidak bisa di akses di kamar', 'polarity': 'negative'}, {'term': 'sinyal hp', 'opinion': 'jelek kalau di dalam kamar', 'polarity': 'negative'}]"
1990,4472,"tv tidak bersih , tidak dapat sarapan pagi , kamarnya tidak kedap sehingga suara dari luar terdengar .","[{'term': 'tv', 'opinion': 'tidak bersih', 'polarity': 'negative'}, {'term': 'sarapan pagi', 'opinion': 'tidak dapat', 'polarity': 'negative'}, {'term': 'kamarnya', 'opinion': 'tidak kedap sehingga suara dari luar terdengar', 'polarity': 'negative'}]"
1991,4473,"lokasi sangat dekat dengan pasar dan strategis , namun hotel kurang bersih , kamar mandi ada ulat kecil kecil sepertinya dari lubang air , setelah disiram bersih beberapa jam kemudian ada lagi , kamar kurang bersih , pelayanan cukup cepat jk diminta bantuan","[{'term': 'lokasi', 'opinion': 'sangat dekat dengan pasar', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'hotel', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'ada ulat kecil kecil', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'pelayanan', 'opinion': 'cukup cepat jk diminta bantuan', 'polarity': 'positive'}]"
1992,4474,"tambahkan keset untuk kamar mandi , dan juga acnya kurang dingin .","[{'term': 'kamar mandi', 'opinion': 'tambahkan keset', 'polarity': 'negative'}, {'term': 'acnya', 'opinion': 'kurang dingin', 'polarity': 'negative'}]"
1993,4475,sy ngga jdi nginap kacauuuuj mau muntah sama bau kamarnya,"[{'term': 'null', 'opinion': 'kacauuuuj', 'polarity': 'negative'}, {'term': 'kamarnya', 'opinion': 'bau', 'polarity': 'negative'}]"
1994,4476,"ac kurang dingin , tapi ada cemilan dan sekitar tempat penginapan banyak tempat makan . kamar mandi bersih tapi tidak ada saluran udara keluar dari kamar mandi .","[{'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'cemilan', 'opinion': 'ada cemilan', 'polarity': 'positive'}, {'term': 'sekitar tempat penginapan', 'opinion': 'banyak tempat makan', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'saluran udara keluar dari kamar mandi', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
1995,4477,"masuk pertama kemarin kamar mandi masih belum dibersihkan , masuk kamar langsung bau tidak enak , kedepannya mohon diperbaiki : )","[{'term': 'kamar mandi', 'opinion': 'masih belum dibersihkan', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bau tidak enak', 'polarity': 'negative'}]"
1996,4478,kamar lumayan . sayang wifi susah koneksi,"[{'term': 'kamar', 'opinion': 'lumayan', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'susah koneksi', 'polarity': 'negative'}]"
1997,4479,suka sama suasana tempat nya . . cuma sayang sprei nya kurang bersih,"[{'term': 'suasana tempat nya', 'opinion': 'suka', 'polarity': 'positive'}, {'term': 'sprei nya', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
